# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-11-04 11:29:57 EST       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05427965 SPRING HARBOR STORM SEWER AT MADISON, WI
# -----------------------------------------------------------------------------------
#
# Data provided for site 05427965
#            TS   parameter     statistic     Description
#        155018       00060     00003     Discharge, cubic feet per second (Mean)
#        225457       00940     00003     Chloride, water, filtered, milligrams per liter (Mean)
#        225458       70290     00003     Chloride, water, dissolved, short tons per day (Mean)
#        225461       91050     00003     Phosphorus, water, unfiltered, pounds of phosphorus per day (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	155018_00060_00003	155018_00060_00003_cd	225457_00940_00003	225457_00940_00003_cd	225458_70290_00003	225458_70290_00003_cd	225461_91050_00003	225461_91050_00003_cd
USGS	05427965	2016-02-26	0.15	A	641	A	0.26	A	0.12	A
USGS	05427965	2016-02-27	0.36	A	494	A	0.38	A	0.25	A
USGS	05427965	2016-02-28	0.48	A	308	A	0.41	A	0.33	A
USGS	05427965	2016-02-29	0.41	A	514	A	0.57	A	0.27	A
USGS	05427965	2016-03-01	0.30	A	1120	A	0.95	A	0.19	A
USGS	05427965	2016-03-02	0.31	A	1410	A	1.32	A	0.20	A
USGS	05427965	2016-03-03	0.28	A	1820	A	1.37	A	0.17	A
USGS	05427965	2016-03-04	0.28	A	1660	A	1.35	A	0.17	A
USGS	05427965	2016-03-05	0.40	A	1670	A	1.80	A	0.23	A
USGS	05427965	2016-03-06	0.57	A	1260	A	1.68	A	0.32	A
USGS	05427965	2016-03-07	0.48	A	721	A	0.94	A	0.26	A
USGS	05427965	2016-03-08	0.37	A	649	A	0.65	A	0.19	A
USGS	05427965	2016-03-09	0.99	A	645	A	1.71	A	0.50	A
USGS	05427965	2016-03-10	0.66	A	777	A	1.41	A	0.32	A
USGS	05427965	2016-03-11	0.45	A	801	A	0.98	A	0.21	A
USGS	05427965	2016-03-12	0.32	A	806	A	0.70	A	0.14	A
USGS	05427965	2016-03-13	1.27	A	561	A	1.28	A	0.53	A
USGS	05427965	2016-03-14	0.56	A	676	A	0.97	A	0.23	A
USGS	05427965	2016-03-15	10.3	A	560	A	4.12	A	78.3	A
USGS	05427965	2016-03-16	30.2	A	416	A	31.1	A	72.9	A
USGS	05427965	2016-03-17	1.86	A	471	A	2.36	A	1.43	A
USGS	05427965	2016-03-18	0.53	A	476	A	0.68	A	0.37	A
USGS	05427965	2016-03-19	0.28	A	469	A	0.35	A	0.18	A
USGS	05427965	2016-03-20	0.17	A	447	A	0.21	A	0.11	A
USGS	05427965	2016-03-21	0.11	A	416	A	0.12	A	0.07	A
USGS	05427965	2016-03-22	0.02	A	368	A	0.02	A	0.00	A
USGS	05427965	2016-03-23	2.05	A	228	A	0.76	A	1.28	A
USGS	05427965	2016-03-24	9.40	A	480	A	12.6	A	7.69	A
USGS	05427965	2016-03-25	1.89	A	361	A	1.84	A	1.39	A
USGS	05427965	2016-03-26	0.82	A	356	A	0.78	A	0.57	A
USGS	05427965	2016-03-27	1.16	A	355	A	1.00	A	0.77	A
USGS	05427965	2016-03-28	0.52	A	375	A	0.53	A	0.33	A
USGS	05427965	2016-03-29	0.41	A	393	A	0.43	A	0.24	A
USGS	05427965	2016-03-30	1.36	A	302	A	0.71	A	0.80	A
USGS	05427965	2016-03-31	23.2	A	299	A	14.7	A	48.0	A
USGS	05427965	2016-04-01	3.34	A	283	A	2.12	A	2.95	A
USGS	05427965	2016-04-02	1.48	A	282	A	1.12	A	1.22	A
USGS	05427965	2016-04-03	0.54	A	316	A	0.46	A	0.42	A
USGS	05427965	2016-04-04	0.28	A	327	A	0.25	A	0.20	A
USGS	05427965	2016-04-05	0.21	A	327	A	0.18	A	0.13	A
USGS	05427965	2016-04-06	13.3	A	223	A	5.82	A	17.9	A
USGS	05427965	2016-04-07	1.30	A	259	A	0.89	A	1.15	A
USGS	05427965	2016-04-08	0.41	A	260	A	0.29	A	0.35	A
USGS	05427965	2016-04-09	0.25	A	264	A	0.18	A	0.20	A
USGS	05427965	2016-04-10	0.75	A	242	A	0.42	A	0.55	A
USGS	05427965	2016-04-11	0.71	A	243	A	0.46	A	0.50	A
USGS	05427965	2016-04-12	0.32	A	245	A	0.21	A	0.21	A
USGS	05427965	2016-04-13	0.23	A	225	A	0.14	A	0.15	A
USGS	05427965	2016-04-14	0.19	A	229	A	0.12	A	0.12	A
USGS	05427965	2016-04-15	0.15	A	256	A	0.10	A	0.09	A
USGS	05427965	2016-04-16	0.15	A	289	A	0.12	A	0.09	A
USGS	05427965	2016-04-17	0.15	A	290	A	0.12	A	0.09	A
USGS	05427965	2016-04-18	0.15	A	291	A	0.12	A	0.09	A
USGS	05427965	2016-04-19	1.04	A	222	A	0.31	A	0.60	A
USGS	05427965	2016-04-20	0.92	A	211	A	0.51	A	0.52	A
USGS	05427965	2016-04-21	0.37	A	227	A	0.23	A	0.21	A
USGS	05427965	2016-04-22	0.24	A	248	A	0.16	A	0.13	A
USGS	05427965	2016-04-23	0.17	A	267	A	0.12	A	0.09	A
USGS	05427965	2016-04-24	0.14	A	273	A	0.11	A	0.07	A
USGS	05427965	2016-04-25	0.15	A	279	A	0.11	A	0.08	A
USGS	05427965	2016-04-26	0.10	A	284	A	0.07	A	0.05	A
USGS	05427965	2016-04-27	0.57	A	188	A	0.13	A	0.32	A
USGS	05427965	2016-04-28	3.89	A	136	A	1.40	A	3.40	A
USGS	05427965	2016-04-29	2.28	A	181	A	1.07	A	1.49	A
USGS	05427965	2016-04-30	7.37	A	160	A	1.77	A	7.70	A
USGS	05427965	2016-05-01	5.37	A	147	A	2.13	A	4.04	A
USGS	05427965	2016-05-02	0.62	A	154	A	0.26	A	0.24	A
USGS	05427965	2016-05-03	0.55	A	159	A	0.17	A	0.20	A
USGS	05427965	2016-05-04	2.48	A	136	A	0.82	A	0.87	A
USGS	05427965	2016-05-05	0.47	A	173	A	0.22	A	0.15	A
USGS	05427965	2016-05-06	0.29	A	200	A	0.16	A	0.09	A
USGS	05427965	2016-05-07	0.19	A	235	A	0.12	A	0.05	A
USGS	05427965	2016-05-08	0.01	A	209	A	0.00	A	0.00	A
USGS	05427965	2016-05-09	0.30	A	198	A	0.08	A	0.07	A
USGS	05427965	2016-05-10	14.2	A	87.5	A	2.98	A	5.08	A
USGS	05427965	2016-05-11	2.81	A	114	A	0.83	A	0.99	A
USGS	05427965	2016-05-12	6.74	A	94.0	A	1.49	A	2.69	A
USGS	05427965	2016-05-13	1.98	A	97.8	A	0.49	A	0.73	A
USGS	05427965	2016-05-14	1.64	A	99.1	A	0.42	A	0.60	A
USGS	05427965	2016-05-15	0.40	A	119	A	0.13	A	0.14	A
USGS	05427965	2016-05-16	0.27	A	125	A	0.09	A	0.09	A
USGS	05427965	2016-05-17	0.19	A	144	A	0.07	A	0.06	A
USGS	05427965	2016-05-18	0.01	A	174	A	0.00	A	0.00	A
USGS	05427965	2016-05-19	0.00	A	183	A	0.00	A	0.00	A
USGS	05427965	2016-05-20	0.00	A	154	A	0.00	A	0.00	A
USGS	05427965	2016-05-21	0.00	A	116	A	0.00	A	0.00	A
USGS	05427965	2016-05-22	0.00	A	101	A	0.00	A	0.00	A
USGS	05427965	2016-05-23	0.00	A	97.4	A	0.00	A	0.00	A
USGS	05427965	2016-05-24	0.00	A	96.9	A	0.00	A	0.00	A
USGS	05427965	2016-05-25	0.64	A	86.5	A	0.11	A	0.18	A
USGS	05427965	2016-05-26	0.18	A	127	A	0.06	A	0.05	A
USGS	05427965	2016-05-27	1.84	A	91.5	A	0.25	A	5.05	A
USGS	05427965	2016-05-28	5.51	A	84.3	A	0.94	A	15.4	A
USGS	05427965	2016-05-29	2.19	A	124	A	0.70	A	3.50	A
USGS	05427965	2016-05-30	0.50	A	152	A	0.20	A	0.48	A
USGS	05427965	2016-05-31	4.45	A	121	A	0.92	A	8.03	A
USGS	05427965	2016-06-01	8.33	A	84.8	A	1.58	A	13.5	A
USGS	05427965	2016-06-02	0.91	A	103	A	0.25	A	0.87	A
USGS	05427965	2016-06-03	0.43	A	115	A	0.13	A	0.38	A
USGS	05427965	2016-06-04	0.25	A	128	A	0.09	A	0.21	A
USGS	05427965	2016-06-05	0.26	A	132	A	0.09	A	0.21	A
USGS	05427965	2016-06-06	0.21	A	117	A	0.07	A	0.16	A
USGS	05427965	2016-06-07	0.01	A	144	A	0.00	A	0.00	A
USGS	05427965	2016-06-08	0.00	A	128	A	0.00	A	0.00	A
USGS	05427965	2016-06-09	1.54	A	91.1	A	0.24	A	1.78	A
USGS	05427965	2016-06-10	2.06	A	87.2	A	0.35	A	4.12	A
USGS	05427965	2016-06-11	3.22	A	84.0	A	0.67	A	4.45	A
USGS	05427965	2016-06-12	0.75	A	92.6	A	0.18	A	0.66	A
USGS	05427965	2016-06-13	0.49	A	102	A	0.13	A	0.38	A
USGS	05427965	2016-06-14	8.38	A	194	A	0.88	A	13.6	A
USGS	05427965	2016-06-15	16.6	A	58.8	A	2.45	A	17.6	A
USGS	05427965	2016-06-16	1.16	A	64.0	A	0.20	A	0.99	A
USGS	05427965	2016-06-17	0.49	A	85.8	A	0.14	A	0.41	A
USGS	05427965	2016-06-18	0.28	A	89.7	A	0.07	A	0.23	A
USGS	05427965	2016-06-19	0.14	A	126	A	0.04	A	0.11	A
USGS	05427965	2016-06-20	0.20	A	223	A	0.14	A	0.15	A
USGS	05427965	2016-06-21	0.22	A	287	A	0.17	A	0.16	A
USGS	05427965	2016-06-22	0.18	A	238	A	0.11	A	0.13	A
USGS	05427965	2016-06-23	0.14	A	180	A	0.07	A	0.10	A
USGS	05427965	2016-06-24	0.29	A	235	A	0.19	A	0.20	A
USGS	05427965	2016-06-25	0.67	A	291	A	0.40	A	0.44	A
USGS	05427965	2016-06-26	33.9	A	51.4	A	3.70	A	60.3	A
USGS	05427965	2016-06-27	2.73	A	49.5	A	0.36	A	1.62	A
USGS	05427965	2016-06-28	0.63	A	52.5	A	0.09	A	0.37	A
USGS	05427965	2016-06-29	0.36	A	75.5	A	0.08	A	0.21	A
USGS	05427965	2016-06-30	0.32	A	77.2	A	0.07	A	0.18	A
USGS	05427965	2016-07-01	0.25	A	104	A	0.07	A	0.14	A
USGS	05427965	2016-07-02	0.18	A	149	A	0.07	A	0.10	A
USGS	05427965	2016-07-03	0.05	A	185	A	0.02	A	0.03	A
USGS	05427965	2016-07-04	0.00	A	169	A	0.00	A	0.00	A
USGS	05427965	2016-07-05	0.00	A	116	A	0.00	A	0.00	A
USGS	05427965	2016-07-06	13.8	A	44.6	A	1.36	A	22.0	A
USGS	05427965	2016-07-07	1.68	A	55.1	A	0.24	A	1.33	A
USGS	05427965	2016-07-08	0.49	A	66.2	A	0.09	A	0.38	A
USGS	05427965	2016-07-09	0.25	A	106	A	0.07	A	0.18	A
USGS	05427965	2016-07-10	0.18	A	136	A	0.06	A	0.13	A
USGS	05427965	2016-07-11	0.09	A	146	A	0.04	A	0.06	A
USGS	05427965	2016-07-12	0.00	A	185	A	0.00	A	0.00	A
USGS	05427965	2016-07-13	0.29	A	186	A	0.14	A	0.18	A
USGS	05427965	2016-07-14	0.32	A	222	A	0.19	A	0.19	A
USGS	05427965	2016-07-15	0.23	A	199	A	0.12	A	0.13	A
USGS	05427965	2016-07-16	0.16	A	247	A	0.11	A	0.09	A
USGS	05427965	2016-07-17	3.99	A	127	A	0.63	A	2.94	A
USGS	05427965	2016-07-18	0.97	A	80.1	A	0.21	A	0.59	A
USGS	05427965	2016-07-19	0.53	A	84.4	A	0.12	A	0.33	A
USGS	05427965	2016-07-20	0.39	A	95.1	A	0.10	A	0.25	A
USGS	05427965	2016-07-21	46.6	A	129	A	3.69	A	154	A
USGS	05427965	2016-07-22	33.0	A	38.8	A	3.46	A	47.2	A
USGS	05427965	2016-07-23	37.1	A	41.2	A	3.37	A	68.4	A
USGS	05427965	2016-07-24	17.8	A	41.5	A	1.97	A	18.5	A
USGS	05427965	2016-07-25	1.36	A	53.9	A	0.18	A	1.21	A
USGS	05427965	2016-07-26	0.36	A	74.4	A	0.07	A	0.31	A
USGS	05427965	2016-07-27	0.21	A	127	A	0.07	A	0.17	A
USGS	05427965	2016-07-28	20.2	A	135	A	2.74	A	36.7	A
USGS	05427965	2016-07-29	10.1	A	73.8	A	1.96	A	8.89	A
USGS	05427965	2016-07-30	0.84	A	87.1	A	0.19	A	0.74	A
USGS	05427965	2016-07-31	0.31	A	112	A	0.09	A	0.26	A
USGS	05427965	2016-08-01	0.22	A	159	A	0.09	A	0.18	A
USGS	05427965	2016-08-02	0.14	A	212	A	0.08	A	0.10	A
USGS	05427965	2016-08-03	0.04	A	279	A	0.03	A	0.03	A
USGS	05427965	2016-08-04	7.46	A	237	A	0.64	A	13.6	A
USGS	05427965	2016-08-05	9.45	A	44.8	A	1.12	A	13.6	A
USGS	05427965	2016-08-06	0.74	A	56.0	A	0.11	A	0.75	A
USGS	05427965	2016-08-07	0.33	A	74.2	A	0.06	A	0.31	A
USGS	05427965	2016-08-08	0.27	A	99.5	A	0.07	A	0.24	A
USGS	05427965	2016-08-09	0.16	A	139	A	0.06	A	0.13	A
USGS	05427965	2016-08-10	0.14	A	185	A	0.07	A	0.11	A
USGS	05427965	2016-08-11	0.26	A	172	A	0.11	A	0.20	A
USGS	05427965	2016-08-12	2.15	A	78.0	A	0.42	A	1.63	A
USGS	05427965	2016-08-13	0.88	A	81.2	A	0.19	A	0.65	A
USGS	05427965	2016-08-14	0.38	A	101	A	0.10	A	0.27	A
USGS	05427965	2016-08-15	0.26	A	120	A	0.09	A	0.18	A
USGS	05427965	2016-08-16	0.23	A	137	A	0.08	A	0.16	A
USGS	05427965	2016-08-17	5.73	A	69.8	A	0.81	A	14.1	A
USGS	05427965	2016-08-18	0.97	A	88.2	A	0.22	A	0.76	A
USGS	05427965	2016-08-19	20.2	A	59.8	A	2.71	A	30.6	A
USGS	05427965	2016-08-20	6.80	A	62.1	A	1.09	A	7.91	A
USGS	05427965	2016-08-21	0.83	A	69.8	A	0.16	A	0.69	A
USGS	05427965	2016-08-22	0.32	A	96.3	A	0.08	A	0.24	A
USGS	05427965	2016-08-23	0.20	A	138	A	0.08	A	0.14	A
USGS	05427965	2016-08-24	14.0	A	69.3	A	1.90	A	24.0	A
USGS	05427965	2016-08-25	1.82	A	55.0	A	0.26	A	1.78	A
USGS	05427965	2016-08-26	0.44	A	67.8	A	0.08	A	0.32	A
USGS	05427965	2016-08-27	24.6	A	52.5	A	3.01	A	52.1	A
USGS	05427965	2016-08-28	2.48	A	56.1	A	0.38	A	3.13	A
USGS	05427965	2016-08-29	0.48	A	53.5	A	0.07	A	0.45	A
USGS	05427965	2016-08-30	3.12	A	50.9	A	0.29	A	3.05	A
USGS	05427965	2016-08-31	1.01	A	45.8	A	0.12	A	0.84	A
USGS	05427965	2016-09-01	0.38	A	56.0	A	0.06	A	0.28	A
USGS	05427965	2016-09-02	0.26	A	91.1	A	0.06	A	0.18	A
USGS	05427965	2016-09-03	0.16	A	134	A	0.06	A	0.11	A
USGS	05427965	2016-09-04	0.08	A	192	A	0.04	A	0.05	A
USGS	05427965	2016-09-05	0.12	A	236	A	0.08	A	0.07	A
USGS	05427965	2016-09-06	0.19	A	254	A	0.09	A	0.13	A
USGS	05427965	2016-09-07	46.5	A	34.1	A	3.96	A	68.4	A
USGS	05427965	2016-09-08	6.40	A	41.4	A	0.67	A	5.02	A
USGS	05427965	2016-09-09	0.78	A	54.7	A	0.11	A	0.60	A
USGS	05427965	2016-09-10	1.16	A	63.2	A	0.20	A	0.82	A
USGS	05427965	2016-09-11	0.55	A	58.0	A	0.09	A	0.38	A
USGS	05427965	2016-09-12	0.34	A	114	A	0.10	A	0.22	A
USGS	05427965	2016-09-13	13.2	A	69.5	A	1.53	A	19.2	A
USGS	05427965	2016-09-14	1.77	A	57.4	A	0.26	A	1.33	A
USGS	05427965	2016-09-15	0.42	A	71.6	A	0.08	A	0.30	A
USGS	05427965	2016-09-16	2.54	A	61.2	A	0.40	A	1.80	A
USGS	05427965	2016-09-17	0.69	A	67.9	A	0.12	A	0.48	A
USGS	05427965	2016-09-18	0.32	A	82.5	A	0.07	A	0.22	A
USGS	05427965	2016-09-19	18.2	A	90.2	A	1.96	A	52.5	A
USGS	05427965	2016-09-20	7.70	A	58.7	A	1.10	A	8.76	A
USGS	05427965	2016-09-21	14.7	A	55.8	A	2.00	A	25.4	A
USGS	05427965	2016-09-22	2.86	A	66.2	A	0.48	A	2.55	A
USGS	05427965	2016-09-23	0.55	A	107	A	0.15	A	0.42	A
USGS	05427965	2016-09-24	0.35	A	119	A	0.11	A	0.25	A
USGS	05427965	2016-09-25	3.90	A	65.1	A	0.61	A	4.60	A
USGS	05427965	2016-09-26	1.75	A	65.8	A	0.31	A	1.39	A
USGS	05427965	2016-09-27	0.39	A	73.1	A	0.08	A	0.30	A
USGS	05427965	2016-09-28	0.67	A	86.0	A	0.15	A	0.49	A
USGS	05427965	2016-09-29	0.80	A	85.7	A	0.17	A	0.56	A
USGS	05427965	2016-09-30	0.32	A	100	P	0.09	P		
USGS	05427965	2016-10-01	0.41	A						
USGS	05427965	2016-10-02	0.34	A						
USGS	05427965	2016-10-03	0.23	A						
USGS	05427965	2016-10-04	0.16	A						
USGS	05427965	2016-10-05	0.28	A						
USGS	05427965	2016-10-06	0.26	A						
USGS	05427965	2016-10-07	8.68	A						
USGS	05427965	2016-10-08	1.07	A						
USGS	05427965	2016-10-09	0.40	A						
USGS	05427965	2016-10-10	0.26	A						
USGS	05427965	2016-10-11	0.16	A						
USGS	05427965	2016-10-12	1.27	A						
USGS	05427965	2016-10-13	0.50	A						
USGS	05427965	2016-10-14	0.44	A						
USGS	05427965	2016-10-15	3.81	A						
USGS	05427965	2016-10-16	12.2	A						
USGS	05427965	2016-10-17	0.92	A						
USGS	05427965	2016-10-18	0.32	A						
USGS	05427965	2016-10-19	0.24	A						
USGS	05427965	2016-10-20	0.16	A						
USGS	05427965	2016-10-21	0.09	A						
USGS	05427965	2016-10-22	0.00	A						
USGS	05427965	2016-10-23	0.00	A						
USGS	05427965	2016-10-24	0.00	A						
USGS	05427965	2016-10-25	0.01	A						
USGS	05427965	2016-10-26	51.3	A						
USGS	05427965	2016-10-27	6.46	A						
USGS	05427965	2016-10-28	0.77	A						
USGS	05427965	2016-10-29	0.37	A						
USGS	05427965	2016-10-30	0.23	A						
USGS	05427965	2016-10-31	0.15	A						
USGS	05427965	2016-11-01	0.06	A						
USGS	05427965	2016-11-02	1.88	A						
USGS	05427965	2016-11-03	1.02	A						
USGS	05427965	2016-11-04	0.75	A					0.49	P
USGS	05427965	2016-11-05	0.48	A					0.31	P
USGS	05427965	2016-11-06	0.27	A					0.18	P
USGS	05427965	2016-11-07	0.16	A					0.10	P
USGS	05427965	2016-11-08	0.13	A					0.08	P
USGS	05427965	2016-11-09	0.03	A					0.02	P
USGS	05427965	2016-11-10	0.00	A					0.00	P
USGS	05427965	2016-11-11	0.00	A					0.00	P
USGS	05427965	2016-11-12	0.00	A					0.00	P
USGS	05427965	2016-11-13	0.00	A					0.00	P
USGS	05427965	2016-11-14	0.10	A					0.07	P
USGS	05427965	2016-11-15	0.00	A					0.00	P
USGS	05427965	2016-11-16	0.00	A					0.00	P
USGS	05427965	2016-11-17	0.00	A					0.00	P
USGS	05427965	2016-11-18	0.00	A					0.00	P
USGS	05427965	2016-11-19	0.00	A					0.00	P
USGS	05427965	2016-11-20	0.00	A					0.00	P
USGS	05427965	2016-11-21	0.00	A					0.00	P
USGS	05427965	2016-11-22	0.03	A					0.02	P
USGS	05427965	2016-11-23	0.78	A					0.51	P
USGS	05427965	2016-11-24	0.45	A					0.29	P
USGS	05427965	2016-11-25	0.26	A					0.17	P
USGS	05427965	2016-11-26	0.19	A					0.12	P
USGS	05427965	2016-11-27	3.88	A					6.75	P
USGS	05427965	2016-11-28	22.4	A					30.8	P
USGS	05427965	2016-11-29	8.23	A					7.41	P
USGS	05427965	2016-11-30	0.90	A					0.61	P
USGS	05427965	2016-12-01	0.46	A					0.31	P
USGS	05427965	2016-12-02	0.34	A					0.22	P
USGS	05427965	2016-12-03	0.25	A					0.17	P
USGS	05427965	2016-12-04	0.26	A					0.17	P
USGS	05427965	2016-12-05	0.62	A					0.41	P
USGS	05427965	2016-12-06	0.32	A					0.21	P
USGS	05427965	2016-12-07	0.18	A					0.12	P
USGS	05427965	2016-12-08	0.14	A					0.09	P
USGS	05427965	2016-12-09	0.15	A					0.10	P
USGS	05427965	2016-12-10	0.08	A					0.05	P
USGS	05427965	2016-12-11	0.11	A					0.07	P
USGS	05427965	2016-12-12	0.13	A					0.09	P
USGS	05427965	2016-12-13	0.04	A					0.02	P
USGS	05427965	2016-12-14	0.00	A					0.00	P
USGS	05427965	2016-12-15	0.00	A					0.00	P
USGS	05427965	2016-12-16	0.00	A					0.00	P
USGS	05427965	2016-12-17	0.14	A					0.09	P
USGS	05427965	2016-12-18	0.02	A					0.01	P
USGS	05427965	2016-12-19	0.00	A					0.00	P
USGS	05427965	2016-12-20	0.00	A					0.00	P
USGS	05427965	2016-12-21	0.00	A					0.00	P
USGS	05427965	2016-12-22	0.05	A					0.03	P
USGS	05427965	2016-12-23	0.09	A					0.06	P
USGS	05427965	2016-12-24	0.13	A					0.08	P
USGS	05427965	2016-12-25	1.84	A					1.41	P
USGS	05427965	2016-12-26	13.5	A					12.5	P
USGS	05427965	2016-12-27	1.75	A					1.25	P
USGS	05427965	2016-12-28	0.56	A					0.37	P
USGS	05427965	2016-12-29	0.39	A					0.26	P
USGS	05427965	2016-12-30	0.27	A					0.18	P
USGS	05427965	2016-12-31	0.21	A					0.14	P
USGS	05427965	2017-01-01	0.17	A					0.12	P
USGS	05427965	2017-01-02	0.20	A					0.13	P
USGS	05427965	2017-01-03	0.48	A					0.32	P
USGS	05427965	2017-01-04	0.00	A					0.00	P
USGS	05427965	2017-01-05	0.00	A					0.00	P
USGS	05427965	2017-01-06	0.00	A					0.00	P
USGS	05427965	2017-01-07	0.00	A					0.00	P
USGS	05427965	2017-01-08	0.00	A					0.00	P
USGS	05427965	2017-01-09	0.00	A					0.00	P
USGS	05427965	2017-01-10	4.31	A					3.85	P
USGS	05427965	2017-01-11	0.00	A					0.00	P
USGS	05427965	2017-01-12	0.00	A					0.00	P
USGS	05427965	2017-01-13	0.00	A					0.00	P
USGS	05427965	2017-01-14	0.00	A					0.00	P
USGS	05427965	2017-01-15	0.00	A					0.00	P
USGS	05427965	2017-01-16	0.00	A					0.00	P
USGS	05427965	2017-01-17	5.85	A					16.2	P
USGS	05427965	2017-01-18	4.20	A					11.5	P
USGS	05427965	2017-01-19	8.75	A					36.7	P
USGS	05427965	2017-01-20	16.9	A					56.6	P
USGS	05427965	2017-01-21	6.03	A					19.6	P
USGS	05427965	2017-01-22	2.48	A					4.12	P
USGS	05427965	2017-01-23	0.98	A					0.67	P
USGS	05427965	2017-01-24	0.46	A					0.30	P
USGS	05427965	2017-01-25	0.66	A					0.43	P
USGS	05427965	2017-01-26	1.08	A					0.70	P
USGS	05427965	2017-01-27	0.62	A					0.40	P
USGS	05427965	2017-01-28	0.34	A					0.22	P
USGS	05427965	2017-01-29	0.23	A					0.15	P
USGS	05427965	2017-01-30	0.15	A					0.10	P
USGS	05427965	2017-01-31	0.28	A					0.18	P
USGS	05427965	2017-02-01	0.36	A					0.24	P
USGS	05427965	2017-02-02	0.27	A					0.17	P
USGS	05427965	2017-02-03	0.18	A					0.12	P
USGS	05427965	2017-02-04	0.17	A					0.11	P
USGS	05427965	2017-02-05	0.23	A					0.15	P
USGS	05427965	2017-02-06	0.33	A					0.21	P
USGS	05427965	2017-02-07	5.95	A					20.2	P
USGS	05427965	2017-02-08	1.60	A					1.54	P
USGS	05427965	2017-02-09	0.40	A					0.26	P
USGS	05427965	2017-02-10	0.32	A					0.20	P
USGS	05427965	2017-02-11	2.38	A					2.42	P
USGS	05427965	2017-02-12	5.56	A					11.2	P
USGS	05427965	2017-02-13	2.54	A					3.16	P
USGS	05427965	2017-02-14	2.91	A					3.68	P
USGS	05427965	2017-02-15	0.68	A					0.51	P
USGS	05427965	2017-02-16	0.38	A					0.28	P
USGS	05427965	2017-02-17	1.04	A					0.79	P
USGS	05427965	2017-02-18	1.06	A					0.76	P
USGS	05427965	2017-02-19	0.67	A					0.46	P
USGS	05427965	2017-02-20	5.14	A					14.0	P
USGS	05427965	2017-02-21	7.33	A					9.00	P
USGS	05427965	2017-02-22	0.86	A					0.56	P
USGS	05427965	2017-02-23	1.50	A					1.46	P
USGS	05427965	2017-02-24	12.4	A					15.3	P
USGS	05427965	2017-02-25	1.51	A					0.99	P
USGS	05427965	2017-02-26	0.70	A					0.45	P
USGS	05427965	2017-02-27	0.50	A					0.32	P
USGS	05427965	2017-02-28	6.46	A					44.8	P
USGS	05427965	2017-03-01	12.1	A					17.1	P
USGS	05427965	2017-03-02	1.77	A					1.22	P
USGS	05427965	2017-03-03	0.60	A					0.31	P
USGS	05427965	2017-03-04	0.48	A					0.23	P
USGS	05427965	2017-03-05	0.45	A					0.21	P
USGS	05427965	2017-03-06	0.56	A					0.28	P
USGS	05427965	2017-03-07	4.56	A					2.71	P
USGS	05427965	2017-03-08	0.61	A					0.25	P
USGS	05427965	2017-03-09	0.35	A					0.14	P
USGS	05427965	2017-03-10	0.26	A					0.10	P
USGS	05427965	2017-03-11	0.24	A					0.09	P
USGS	05427965	2017-03-12	0.25	A					0.09	P
USGS	05427965	2017-03-13	0.25	A					0.09	P
USGS	05427965	2017-03-14	0.32	A					0.11	P
USGS	05427965	2017-03-15	0.32	A					0.11	P
USGS	05427965	2017-03-16	0.34	A					0.11	P
USGS	05427965	2017-03-17	1.59	A					0.49	P
USGS	05427965	2017-03-18	0.91	A					0.27	P
USGS	05427965	2017-03-19	0.43	A					0.12	P
USGS	05427965	2017-03-20	2.82	A					0.77	P
USGS	05427965	2017-03-21	1.87	A					0.51	P
USGS	05427965	2017-03-22	2.22	A					0.60	P
USGS	05427965	2017-03-23	6.07	A					2.45	P
USGS	05427965	2017-03-24	3.56	A					1.15	P
USGS	05427965	2017-03-25	1.73	A					0.54	P
USGS	05427965	2017-03-26	2.19	A					0.67	P
USGS	05427965	2017-03-27	0.81	A					0.22	P
USGS	05427965	2017-03-28	0.43	A					0.12	P
USGS	05427965	2017-03-29	1.78	A					0.76	P
USGS	05427965	2017-03-30	18.3	A					21.0	P
USGS	05427965	2017-03-31	3.15	A					1.42	P
USGS	05427965	2017-04-01	0.56	A					0.17	P
USGS	05427965	2017-04-02	0.37	A					0.11	P
USGS	05427965	2017-04-03	1.73	A					0.50	P
USGS	05427965	2017-04-04	8.12	A					4.42	P
USGS	05427965	2017-04-05	2.51	A					0.90	P
USGS	05427965	2017-04-06	0.97	A					0.27	P
USGS	05427965	2017-04-07	0.38	A					0.10	P
USGS	05427965	2017-04-08	0.27	A					0.07	P
USGS	05427965	2017-04-09	0.23	A					0.06	P
USGS	05427965	2017-04-10	0.20	A					0.05	P
USGS	05427965	2017-04-11	0.20	A					0.06	P
